Sort,Plot,Species,DBH_size_class,Mid dbh,Date,Tally,Biomass,Height
846,BS40F,PIST,0_to_2,1,8/16/19,64,2.6112,
847,BS40F,PIST,2_to_4,3,6/13/14,63,43.43824411,
848,BS40F,PIST,2_to_4,3,8/16/19,65,44.81723598,
849,BS40F,PIST,4_to_6,5,6/13/14,33,84.71755419,
850,BS40F,PIST,4_to_6,5,8/16/19,21,53.91117085,
851,BS40F,PIST,6_to_8,7,6/13/14,6,36.61602698,
852,BS40F,PIST,6_to_8,7,8/16/19,6,36.61602698,
853,BS40F,QURU,0_to_2,1,6/13/14,0,0,
854,BS40F,QURU,0_to_2,1,8/16/19,1,0.0398,
855,BS40F,QURU,2_to_4,3,6/13/14,6,5.026693559,
856,BS40F,QURU,2_to_4,3,8/16/19,2,1.67556452,
857,BS40F,QURU,4_to_6,5,6/13/14,3,10.36400793,
858,BS40F,QURU,4_to_6,5,8/16/19,5,17.27334656,
859,BS40F,QURU,6_to_8,7,6/13/14,1,8.783709746,
860,BS40F,QURU,6_to_8,7,8/16/19,2,17.56741949,
861,BS40X,ABBA,0_to_2,1,8/16/19,1,0.075,
862,BS40X,ABBA,2_to_4,3,8/16/19,0,0,
863,BS40X,ABBA,4_to_6,5,8/16/19,0,0,
864,BS40X,ABBA,6_to_8,7,8/16/19,0,0,
865,BS40X,ACRU,0_to_2,1,7/28/14,0,0,
866,BS40X,ACRU,0_to_2,1,8/16/19,1,0.03117,
867,BS40X,ACRU,2_to_4,3,7/28/14,0,0,
868,BS40X,ACRU,2_to_4,3,8/16/19,0,0,
869,BS40X,ACRU,4_to_6,5,7/28/14,1,2.725683809,
870,BS40X,ACRU,4_to_6,5,8/16/19,0,0,
871,BS40X,ACRU,6_to_8,7,7/28/14,0,0,
872,BS40X,ACRU,6_to_8,7,8/16/19,0,0,
873,BS40X,AMEL,0_to_2,1,7/28/14,1,0.163,
874,BS40X,AMEL,2_to_4,3,7/28/14,0,0,
875,BS40X,AMEL,4_to_6,5,7/28/14,0,0,
876,BS40X,AMEL,6_to_8,7,7/28/14,0,0,
877,BS40X,AMSP,0_to_2,1,8/16/19,1,0.163,
878,BS40X,AMSP,2_to_4,3,8/16/19,0,0,
879,BS40X,AMSP,4_to_6,5,8/16/19,0,0,
880,BS40X,AMSP,6_to_8,7,8/16/19,0,0,
881,BS40X,PIRE,0_to_2,1,7/28/14,2,0.1052,
882,BS40X,PIRE,0_to_2,1,8/16/19,1,0.0526,
883,BS40X,PIRE,2_to_4,3,7/28/14,8,6.748210112,
884,BS40X,PIRE,2_to_4,3,8/16/19,3,2.530578792,
885,BS40X,PIRE,4_to_6,5,7/28/14,5,15.32548352,
886,BS40X,PIRE,4_to_6,5,8/16/19,6,18.39058022,
887,BS40X,PIRE,6_to_8,7,7/28/14,4,28.68100499,
888,BS40X,PIRE,6_to_8,7,8/16/19,1,7.170251246,
889,BS40X,PIST,0_to_2,1,7/28/14,120,4.896,
890,BS40X,PIST,0_to_2,1,8/16/19,115,4.692,
891,BS40X,PIST,2_to_4,3,7/28/14,148,102.0453989,
892,BS40X,PIST,2_to_4,3,8/16/19,151,104.1138867,
893,BS40X,PIST,4_to_6,5,7/28/14,79,202.8086903,
894,BS40X,PIST,4_to_6,5,8/16/19,53,136.0615264,
895,BS40X,PIST,6_to_8,7,7/28/14,17,103.7454098,
896,BS40X,PIST,6_to_8,7,8/16/19,13,79.33472513,
897,BS40X,QURU,0_to_2,1,7/28/14,0,0,
898,BS40X,QURU,0_to_2,1,8/16/19,0,0,
899,BS40X,QURU,2_to_4,3,7/28/14,1,0.83778226,
900,BS40X,QURU,2_to_4,3,8/16/19,1,0.83778226,
901,BS40X,QURU,4_to_6,5,7/28/14,0,0,
902,BS40X,QURU,4_to_6,5,8/16/19,1,3.454669312,
903,BS40X,QURU,6_to_8,7,7/28/14,1,8.783709746,
904,BS40X,QURU,6_to_8,7,8/16/19,1,8.783709746,
905,BS42A,ABBA,0_to_2,1,7/28/14,0,0,
906,BS42A,ABBA,0_to_2,1,7/10/19,0,0,
907,BS42A,ABBA,2_to_4,3,7/28/14,2,2.33678959,
908,BS42A,ABBA,2_to_4,3,7/10/19,0,0,
909,BS42A,ABBA,4_to_6,5,7/28/14,0,0,
910,BS42A,ABBA,4_to_6,5,7/10/19,1,4.172432929,
911,BS42A,ABBA,6_to_8,7,7/28/14,1,9.692317818,
912,BS42A,ABBA,6_to_8,7,7/10/19,3,28.99962113,
913,BS42A,ACRU,0_to_2,1,7/28/14,1,0.03117,
914,BS42A,ACRU,0_to_2,1,7/10/19,7,0.21819,
915,BS42A,ACRU,2_to_4,3,7/28/14,1,0.659446622,
916,BS42A,ACRU,2_to_4,3,7/10/19,1,0.659446622,
917,BS42A,ACRU,4_to_6,5,7/28/14,1,2.725683809,
918,BS42A,ACRU,4_to_6,5,7/10/19,1,2.725683809,
919,BS42A,ACRU,6_to_8,7,7/28/14,1,6.94095386,
920,BS42A,ACRU,6_to_8,7,7/10/19,0,0,
921,BS42A,AMEL,0_to_2,1,7/28/14,5,0.815,
922,BS42A,AMEL,2_to_4,3,7/28/14,0,0,
923,BS42A,AMEL,4_to_6,5,7/28/14,0,0,
924,BS42A,AMEL,6_to_8,7,7/28/14,0,0,
925,BS42A,AMSP,0_to_2,1,7/10/19,6,0.978,
926,BS42A,AMSP,2_to_4,3,7/10/19,0,0,
927,BS42A,AMSP,4_to_6,5,7/10/19,0,0,
928,BS42A,AMSP,6_to_8,7,7/10/19,0,0,
929,BS42A,BEPA,0_to_2,1,7/28/14,1,0.0301,
930,BS42A,BEPA,0_to_2,1,7/10/19,5,0.1505,
931,BS42A,BEPA,2_to_4,3,7/28/14,0,0,
932,BS42A,BEPA,2_to_4,3,7/10/19,1,0.680723277,
933,BS42A,BEPA,4_to_6,5,7/28/14,0,0,
934,BS42A,BEPA,4_to_6,5,7/10/19,1,2.902235479,
935,BS42A,BEPA,6_to_8,7,7/28/14,1,7.543038108,
936,BS42A,BEPA,6_to_8,7,7/10/19,0,0,
937,BS42A,COCO,0_to_2,1,7/10/19,0,0,
938,BS42A,COCO,2_to_4,3,7/10/19,2,7.114622072,4.288622087
939,BS42A,COCO,4_to_6,5,7/10/19,0,0,
940,BS42A,COCO,6_to_8,7,7/10/19,0,0,
941,BS42A,FAGR,0_to_2,1,7/28/14,7,1.3244,
942,BS42A,FAGR,0_to_2,1,7/10/19,8,1.5136,
943,BS42A,FAGR,2_to_4,3,7/28/14,4,9.571678117,
944,BS42A,FAGR,2_to_4,3,7/10/19,5,11.96459765,
945,BS42A,FAGR,4_to_6,5,7/28/14,0,0,
946,BS42A,FAGR,4_to_6,5,7/10/19,0,0,
947,BS42A,FAGR,6_to_8,7,7/28/14,0,0,
948,BS42A,FAGR,6_to_8,7,7/10/19,0,0,
949,BS42A,PIRE,0_to_2,1,7/28/14,0,0,
950,BS42A,PIRE,0_to_2,1,7/10/19,0,0,
951,BS42A,PIRE,2_to_4,3,7/28/14,1,0.843526264,
952,BS42A,PIRE,2_to_4,3,7/10/19,0,0,
953,BS42A,PIRE,4_to_6,5,7/28/14,2,6.130193408,
954,BS42A,PIRE,4_to_6,5,7/10/19,2,6.130193408,
955,BS42A,PIRE,6_to_8,7,7/28/14,1,7.170251246,
956,BS42A,PIRE,6_to_8,7,7/10/19,0,0,
957,BS42A,PIST,0_to_2,1,7/28/14,208,8.4864,
958,BS42A,PIST,0_to_2,1,7/10/19,195,7.956,
959,BS42A,PIST,2_to_4,3,7/28/14,88,60.67564257,
960,BS42A,PIST,2_to_4,3,7/10/19,79,54.47017912,
961,BS42A,PIST,4_to_6,5,7/28/14,14,35.94078056,
962,BS42A,PIST,4_to_6,5,7/10/19,20,51.34397224,
963,BS42A,PIST,6_to_8,7,7/28/14,7,42.71869815,
964,BS42A,PIST,6_to_8,7,7/10/19,7,42.71869815,
965,BS42A,POGR,0_to_2,1,7/28/14,0,0,
966,BS42A,POGR,2_to_4,3,7/28/14,1,1.833225904,
967,BS42A,POGR,4_to_6,5,7/28/14,0,0,
968,BS42A,POGR,6_to_8,7,7/28/14,0,0,
969,BS42A,QURU,0_to_2,1,7/10/19,1,0.0398,
970,BS42A,QURU,2_to_4,3,7/10/19,0,0,
971,BS42A,QURU,4_to_6,5,7/10/19,0,0,
972,BS42A,QURU,6_to_8,7,7/10/19,0,0,
973,BS42B,ABBA,0_to_2,1,7/28/14,0,0,
974,BS42B,ABBA,0_to_2,1,7/10/19,0,0,
975,BS42B,ABBA,2_to_4,3,7/28/14,0,0,
976,BS42B,ABBA,2_to_4,3,7/10/19,0,0,
977,BS42B,ABBA,4_to_6,5,7/28/14,0,0,
978,BS42B,ABBA,4_to_6,5,7/10/19,0,0,
979,BS42B,ABBA,6_to_8,7,7/28/14,1,9.692317818,
980,BS42B,ABBA,6_to_8,7,7/10/19,1,9.666540377,
981,BS42B,ACRU,0_to_2,1,7/28/14,0,0,
982,BS42B,ACRU,0_to_2,1,7/10/19,0,0,
983,BS42B,ACRU,2_to_4,3,7/28/14,4,2.637786488,
984,BS42B,ACRU,2_to_4,3,7/10/19,1,0.659446622,
985,BS42B,ACRU,4_to_6,5,7/28/14,0,0,
986,BS42B,ACRU,4_to_6,5,7/10/19,0,0,
987,BS42B,ACRU,6_to_8,7,7/28/14,2,13.88190772,
988,BS42B,ACRU,6_to_8,7,7/10/19,2,13.88190772,
989,BS42B,AMEL,0_to_2,1,7/28/14,19,3.097,
990,BS42B,AMEL,2_to_4,3,7/28/14,0,0,
991,BS42B,AMEL,4_to_6,5,7/28/14,0,0,
992,BS42B,AMEL,6_to_8,7,7/28/14,0,0,
993,BS42B,AMSP,0_to_2,1,7/10/19,8,1.304,
994,BS42B,AMSP,2_to_4,3,7/10/19,0,0,
995,BS42B,AMSP,4_to_6,5,7/10/19,0,0,
996,BS42B,AMSP,6_to_8,7,7/10/19,0,0,
997,BS42B,BEPA,0_to_2,1,7/28/14,0,0,
998,BS42B,BEPA,2_to_4,3,7/28/14,0,0,
999,BS42B,BEPA,4_to_6,5,7/28/14,0,0,
1000,BS42B,BEPA,6_to_8,7,7/28/14,1,7.543038108,
1001,BS42B,COCO,0_to_2,1,7/10/19,1,0.247077271,2.313
1002,BS42B,COCO,2_to_4,3,7/10/19,0,0,
1003,BS42B,COCO,4_to_6,5,7/10/19,0,0,
1004,BS42B,COCO,6_to_8,7,7/10/19,0,0,
1005,BS42B,FAGR,0_to_2,1,7/28/14,5,0.946,
1006,BS42B,FAGR,0_to_2,1,7/10/19,15,2.838,
1007,BS42B,FAGR,2_to_4,3,7/28/14,1,2.392919529,
1008,BS42B,FAGR,2_to_4,3,7/10/19,3,7.178758588,
1009,BS42B,FAGR,4_to_6,5,7/28/14,1,7.786318258,
1010,BS42B,FAGR,4_to_6,5,7/10/19,2,15.57263652,
1011,BS42B,FAGR,6_to_8,7,7/28/14,0,0,
1012,BS42B,FAGR,6_to_8,7,7/10/19,0,0,
1013,BS42B,PIGL,0_to_2,1,7/28/14,0,0,
1014,BS42B,PIGL,0_to_2,1,7/10/19,1,0.1643,
1015,BS42B,PIGL,2_to_4,3,7/28/14,1,1.941807365,
1016,BS42B,PIGL,2_to_4,3,7/10/19,0,0,
1017,BS42B,PIGL,4_to_6,5,7/28/14,0,0,
1018,BS42B,PIGL,4_to_6,5,7/10/19,1,6.122406102,
1019,BS42B,PIGL,6_to_8,7,7/28/14,0,0,
1020,BS42B,PIGL,6_to_8,7,7/10/19,0,0,
1021,BS42B,PIRE,0_to_2,1,7/28/14,1,0.0526,
1022,BS42B,PIRE,0_to_2,1,7/10/19,0,0,
1023,BS42B,PIRE,2_to_4,3,7/28/14,2,1.687052528,
1024,BS42B,PIRE,2_to_4,3,7/10/19,1,0.843526264,
1025,BS42B,PIRE,4_to_6,5,7/28/14,2,6.130193408,
1026,BS42B,PIRE,4_to_6,5,7/10/19,2,6.130193408,
1027,BS42B,PIRE,6_to_8,7,7/28/14,4,28.68100498,
1028,BS42B,PIRE,6_to_8,7,7/10/19,3,21.51075374,
1029,BS42B,PIST,0_to_2,1,7/28/14,396,16.1568,
1030,BS42B,PIST,0_to_2,1,7/10/19,239,9.7512,
1031,BS42B,PIST,2_to_4,3,7/28/14,112,77.22354508,
1032,BS42B,PIST,2_to_4,3,7/10/19,138,95.15043947,
1033,BS42B,PIST,4_to_6,5,7/28/14,31,79.58315697,
1034,BS42B,PIST,4_to_6,5,7/10/19,37,94.98634864,
1035,BS42B,PIST,6_to_8,7,7/28/14,3,18.30801349,
1036,BS42B,PIST,6_to_8,7,7/10/19,9,54.92404047,
1037,BS42C,ABBA,0_to_2,1,6/12/14,0,0,
1038,BS42C,ABBA,0_to_2,1,7/9/19,0,0,
1039,BS42C,ABBA,2_to_4,3,6/12/14,0,0,
1040,BS42C,ABBA,2_to_4,3,7/9/19,0,0,
1041,BS42C,ABBA,4_to_6,5,6/12/14,0,0,
1042,BS42C,ABBA,4_to_6,5,7/9/19,0,0,
1043,BS42C,ABBA,6_to_8,7,6/12/14,1,9.692317818,
1044,BS42C,ABBA,6_to_8,7,7/9/19,1,9.666540377,
1045,BS42C,ACRU,0_to_2,1,6/12/14,1,0.03117,
1046,BS42C,ACRU,0_to_2,1,7/9/19,10,0.3117,
1047,BS42C,ACRU,2_to_4,3,6/12/14,1,0.659446622,
1048,BS42C,ACRU,2_to_4,3,7/9/19,1,0.659446622,
1049,BS42C,ACRU,4_to_6,5,6/12/14,1,2.725683809,
1050,BS42C,ACRU,4_to_6,5,7/9/19,1,2.725683809,
1051,BS42C,ACRU,6_to_8,7,6/12/14,1,6.94095386,
1052,BS42C,ACRU,6_to_8,7,7/9/19,0,0,
1053,BS42C,AMEL,0_to_2,1,6/12/14,47,7.661,
1054,BS42C,AMEL,2_to_4,3,6/12/14,3,7.572674128,
1055,BS42C,AMEL,4_to_6,5,6/12/14,0,0,
1056,BS42C,AMEL,6_to_8,7,6/12/14,0,0,
1057,BS42C,AMSP,0_to_2,1,7/9/19,55,8.965,
1058,BS42C,AMSP,2_to_4,3,7/9/19,5,12.62112355,
1059,BS42C,AMSP,4_to_6,5,7/9/19,0,0,
1060,BS42C,AMSP,6_to_8,7,7/9/19,0,0,
1061,BS42C,BEPA,0_to_2,1,6/12/14,0,0,
1062,BS42C,BEPA,0_to_2,1,7/9/19,0,0,
1063,BS42C,BEPA,2_to_4,3,6/12/14,0,0,
1064,BS42C,BEPA,2_to_4,3,7/9/19,1,0.680723277,
1065,BS42C,BEPA,4_to_6,5,6/12/14,0,0,
1066,BS42C,BEPA,4_to_6,5,7/9/19,0,0,
1067,BS42C,BEPA,6_to_8,7,6/12/14,1,7.543038108,
1068,BS42C,BEPA,6_to_8,7,7/9/19,0,0,
1069,BS42C,COCO,0_to_2,1,7/9/19,9,2.223695438,2.313
1070,BS42C,COCO,2_to_4,3,7/9/19,0,0,
1071,BS42C,COCO,4_to_6,5,7/9/19,0,0,
1072,BS42C,COCO,6_to_8,7,7/9/19,0,0,
1073,BS42C,FAGR,0_to_2,1,6/12/14,4,0.7568,
1074,BS42C,FAGR,0_to_2,1,7/9/19,12,2.2704,
1075,BS42C,FAGR,2_to_4,3,6/12/14,1,2.392919529,
1076,BS42C,FAGR,2_to_4,3,7/9/19,0,0,
1077,BS42C,FAGR,4_to_6,5,6/12/14,0,0,
1078,BS42C,FAGR,4_to_6,5,7/9/19,1,7.786318258,
1079,BS42C,FAGR,6_to_8,7,6/12/14,0,0,
1080,BS42C,FAGR,6_to_8,7,7/9/19,0,0,
1081,BS42C,PIRE,0_to_2,1,6/12/14,0,0,
1082,BS42C,PIRE,0_to_2,1,7/9/19,0,0,
1083,BS42C,PIRE,2_to_4,3,6/12/14,1,0.843526264,
1084,BS42C,PIRE,2_to_4,3,7/9/19,3,2.530578792,
1085,BS42C,PIRE,4_to_6,5,6/12/14,4,12.26038682,
1086,BS42C,PIRE,4_to_6,5,7/9/19,2,6.130193408,
1087,BS42C,PIRE,6_to_8,7,6/12/14,1,7.170251246,
1088,BS42C,PIRE,6_to_8,7,7/9/19,1,7.170251246,
1089,BS42C,PIST,0_to_2,1,6/12/14,66,2.6928,
1090,BS42C,PIST,0_to_2,1,7/9/19,82,3.3456,
1091,BS42C,PIST,2_to_4,3,6/12/14,57,39.30126848,
1092,BS42C,PIST,2_to_4,3,7/9/19,66,45.50673192,
1093,BS42C,PIST,4_to_6,5,6/12/14,19,48.77677362,
1094,BS42C,PIST,4_to_6,5,7/9/19,38,97.55354725,
1095,BS42C,PIST,6_to_8,7,6/12/14,4,24.41068465,
1096,BS42C,PIST,6_to_8,7,7/9/19,7,42.71869815,
1097,CP1,ACRU,0_to_2,1,7/9/19,1,0.03117,
1098,CP1,ACRU,2_to_4,3,7/9/19,0,0,
1099,CP1,ACRU,4_to_6,5,7/9/19,0,0,
1100,CP1,ACRU,6_to_8,7,7/9/19,0,0,
1101,CP1,ACSA,0_to_2,1,6/13/14,2,0.3386,
1102,CP1,ACSA,0_to_2,1,7/9/19,0,0,
1103,CP1,ACSA,2_to_4,3,6/13/14,0,0,
1104,CP1,ACSA,2_to_4,3,7/9/19,0,0,
1105,CP1,ACSA,4_to_6,5,6/13/14,4,29.43222207,
1106,CP1,ACSA,4_to_6,5,7/9/19,3,22.07416655,
1107,CP1,ACSA,6_to_8,7,6/13/14,3,48.56797311,
1108,CP1,ACSA,6_to_8,7,7/9/19,0,0,
1109,CP1,FAGR,0_to_2,1,6/13/14,94,17.7848,
1110,CP1,FAGR,0_to_2,1,7/9/19,76,14.3792,
1111,CP1,FAGR,2_to_4,3,6/13/14,64,153.1468498,
1112,CP1,FAGR,2_to_4,3,7/9/19,61,145.9680913,
1113,CP1,FAGR,4_to_6,5,6/13/14,15,116.7947739,
1114,CP1,FAGR,4_to_6,5,7/9/19,15,116.7947739,
1115,CP1,FAGR,6_to_8,7,6/13/14,1,16.93729591,
1116,CP1,FAGR,6_to_8,7,7/9/19,2,33.87459182,
1117,CP1,TSCA,0_to_2,1,7/9/19,0,0,
1118,CP1,TSCA,2_to_4,3,7/9/19,0,0,
1119,CP1,TSCA,4_to_6,5,7/9/19,0,0,
1120,CP1,TSCA,6_to_8,7,7/9/19,1,27.82563119,6.90431713
1121,CP2,ACRU,0_to_2,1,6/18/14,0,0,
1122,CP2,ACRU,2_to_4,3,6/18/14,0,0,
1123,CP2,ACRU,4_to_6,5,6/18/14,0,0,
1124,CP2,ACRU,6_to_8,7,6/18/14,1,6.94095386,
1125,CP2,ACSA,0_to_2,1,6/18/14,0,0,
1126,CP2,ACSA,0_to_2,1,7/9/19,0,0,
1127,CP2,ACSA,2_to_4,3,6/18/14,3,6.667447203,
1128,CP2,ACSA,2_to_4,3,7/9/19,0,0,
1129,CP2,ACSA,4_to_6,5,6/18/14,1,7.358055517,
1130,CP2,ACSA,4_to_6,5,7/9/19,4,29.43222207,
1131,CP2,ACSA,6_to_8,7,6/18/14,1,16.18932437,
1132,CP2,ACSA,6_to_8,7,7/9/19,1,16.18932437,
1133,CP2,FAGR,0_to_2,1,6/18/14,56,10.5952,
1134,CP2,FAGR,0_to_2,1,7/9/19,27,5.1084,
1135,CP2,FAGR,2_to_4,3,6/18/14,59,141.1822522,
1136,CP2,FAGR,2_to_4,3,7/9/19,46,110.0742983,
1137,CP2,FAGR,4_to_6,5,6/18/14,18,140.1537287,
1138,CP2,FAGR,4_to_6,5,7/9/19,26,202.4442747,
1139,CP2,FAGR,6_to_8,7,6/18/14,9,152.4356632,
1140,CP2,FAGR,6_to_8,7,7/9/19,8,135.4983673,
1141,CP3,ACSA,0_to_2,1,6/18/14,1,0.1693,
1142,CP3,ACSA,0_to_2,1,7/9/19,1,0.1693,
1143,CP3,ACSA,2_to_4,3,6/18/14,1,2.222482401,
1144,CP3,ACSA,2_to_4,3,7/9/19,1,2.222482401,
1145,CP3,ACSA,4_to_6,5,6/18/14,3,22.07416655,
1146,CP3,ACSA,4_to_6,5,7/9/19,1,7.358055517,
1147,CP3,ACSA,6_to_8,7,6/18/14,3,48.56797311,
1148,CP3,ACSA,6_to_8,7,7/9/19,1,16.18932437,
1149,CP3,FAGR,0_to_2,1,6/18/14,106,20.0552,
1150,CP3,FAGR,0_to_2,1,7/9/19,61,11.5412,
1151,CP3,FAGR,2_to_4,3,6/18/14,86,205.7910795,
1152,CP3,FAGR,2_to_4,3,7/9/19,58,138.7893327,
1153,CP3,FAGR,4_to_6,5,6/18/14,14,109.0084556,
1154,CP3,FAGR,4_to_6,5,7/9/19,24,186.8716382,
1155,CP3,FAGR,6_to_8,7,6/18/14,12,203.2475509,
1156,CP3,FAGR,6_to_8,7,7/9/19,13,220.1848468,
1157,CP3,TSCA,0_to_2,1,6/18/14,0,0,
1158,CP3,TSCA,0_to_2,1,7/9/19,0,0,
1159,CP3,TSCA,2_to_4,3,6/18/14,0,0,
1160,CP3,TSCA,2_to_4,3,7/9/19,0,0,
1161,CP3,TSCA,4_to_6,5,6/18/14,0,0,
1162,CP3,TSCA,4_to_6,5,7/9/19,1,12.29406697,5.714743933
1163,CP3,TSCA,6_to_8,7,6/18/14,1,27.82563119,
1164,CP3,TSCA,6_to_8,7,7/9/19,0,0,
1165,DNR1,ACRU,0_to_2,1,7/29/14,56,1.74552,
1166,DNR1,ACRU,0_to_2,1,7/8/19,28,0.87276,
1167,DNR1,ACRU,2_to_4,3,7/29/14,63,41.54513718,
1168,DNR1,ACRU,2_to_4,3,7/8/19,64,42.2045838,
1169,DNR1,ACRU,4_to_6,5,7/29/14,52,141.735558,
1170,DNR1,ACRU,4_to_6,5,7/8/19,44,119.9300876,
1171,DNR1,ACRU,6_to_8,7,7/29/14,20,138.8190772,
1172,DNR1,ACRU,6_to_8,7,7/8/19,26,180.4648004,
1173,DNR1,BEPA,0_to_2,1,7/29/14,1,0.0301,
1174,DNR1,BEPA,0_to_2,1,7/8/19,0,0,
1175,DNR1,BEPA,2_to_4,3,7/29/14,2,1.361446554,
1176,DNR1,BEPA,2_to_4,3,7/8/19,0,0,
1177,DNR1,BEPA,4_to_6,5,7/29/14,2,5.804470958,
1178,DNR1,BEPA,4_to_6,5,7/8/19,0,0,
1179,DNR1,BEPA,6_to_8,7,7/29/14,3,22.62911432,
1180,DNR1,BEPA,6_to_8,7,7/8/19,3,22.62911432,
1181,DNR1,FAGR,0_to_2,1,7/29/14,0,0,
1182,DNR1,FAGR,0_to_2,1,7/8/19,0,0,
1183,DNR1,FAGR,2_to_4,3,7/29/14,7,16.7504367,
1184,DNR1,FAGR,2_to_4,3,7/8/19,5,11.96459765,
1185,DNR1,FAGR,4_to_6,5,7/29/14,1,7.786318258,
1186,DNR1,FAGR,4_to_6,5,7/8/19,4,31.14527303,
1187,DNR1,FAGR,6_to_8,7,7/29/14,0,0,
1188,DNR1,FAGR,6_to_8,7,7/8/19,2,33.87459182,
1189,DNR1,PIRE,0_to_2,1,7/8/19,1,0.0526,
1190,DNR1,PIRE,2_to_4,3,7/8/19,0,0,
1191,DNR1,PIRE,4_to_6,5,7/8/19,0,0,
1192,DNR1,PIRE,6_to_8,7,7/8/19,0,0,
1193,DNR1,PIST,0_to_2,1,7/29/14,1,0.0408,
1194,DNR1,PIST,2_to_4,3,7/29/14,0,0,
1195,DNR1,PIST,4_to_6,5,7/29/14,2,5.134397224,
1196,DNR1,PIST,6_to_8,7,7/29/14,0,0,
1197,DNR1,POGR,0_to_2,1,7/29/14,34,4.7158,
1198,DNR1,POGR,0_to_2,1,7/8/19,5,0.6935,
1199,DNR1,POGR,2_to_4,3,7/29/14,58,106.3271025,
1200,DNR1,POGR,2_to_4,3,7/8/19,19,34.83129218,
1201,DNR1,POGR,4_to_6,5,7/29/14,78,474.9094156,
1202,DNR1,POGR,4_to_6,5,7/8/19,49,298.3405303,
1203,DNR1,POGR,6_to_8,7,7/29/14,51,684.6332883,
1204,DNR1,POGR,6_to_8,7,7/8/19,42,563.8156492,
1205,DNR1,QURU,0_to_2,1,7/29/14,8,0.3184,
1206,DNR1,QURU,0_to_2,1,7/8/19,4,0.1592,
1207,DNR1,QURU,2_to_4,3,7/29/14,18,15.08008068,
1208,DNR1,QURU,2_to_4,3,7/8/19,12,10.05338712,
1209,DNR1,QURU,4_to_6,5,7/29/14,14,48.36537036,
1210,DNR1,QURU,4_to_6,5,7/8/19,11,38.00136243,
1211,DNR1,QURU,6_to_8,7,7/29/14,6,52.70225847,
1212,DNR1,QURU,6_to_8,7,7/8/19,7,61.48596822,
1213,DNR2,ACRU,0_to_2,1,7/29/14,70,2.1819,
1214,DNR2,ACRU,0_to_2,1,7/8/19,31,0.96627,
1215,DNR2,ACRU,2_to_4,3,7/29/14,73,48.1396034,
1216,DNR2,ACRU,2_to_4,3,7/8/19,62,40.88569056,
1217,DNR2,ACRU,4_to_6,5,7/29/14,46,125.3814552,
1218,DNR2,ACRU,4_to_6,5,7/8/19,43,117.2044038,
1219,DNR2,ACRU,6_to_8,7,7/29/14,31,215.1695697,
1220,DNR2,ACRU,6_to_8,7,7/8/19,25,173.5238465,
1221,DNR2,AMEL,0_to_2,1,7/29/14,3,0.489,
1222,DNR2,AMEL,2_to_4,3,7/29/14,0,0,
1223,DNR2,AMEL,4_to_6,5,7/29/14,0,0,
1224,DNR2,AMEL,6_to_8,7,7/29/14,0,0,
1225,DNR2,BEPA,0_to_2,1,7/29/14,0,0,
1226,DNR2,BEPA,0_to_2,1,7/8/19,0,0,
1227,DNR2,BEPA,2_to_4,3,7/29/14,2,1.361446554,
1228,DNR2,BEPA,2_to_4,3,7/8/19,0,0,
1229,DNR2,BEPA,4_to_6,5,7/29/14,5,14.5111774,
1230,DNR2,BEPA,4_to_6,5,7/8/19,1,2.902235479,
1231,DNR2,BEPA,6_to_8,7,7/29/14,1,7.543038108,
1232,DNR2,BEPA,6_to_8,7,7/8/19,1,7.543038108,
1233,DNR2,FAGR,0_to_2,1,7/29/14,1,0.1892,
1234,DNR2,FAGR,2_to_4,3,7/29/14,1,2.392919529,
1235,DNR2,FAGR,4_to_6,5,7/29/14,0,0,
1236,DNR2,FAGR,6_to_8,7,7/29/14,0,0,
1237,DNR2,POGR,0_to_2,1,7/29/14,11,1.5257,
1238,DNR2,POGR,0_to_2,1,7/8/19,4,0.5548,
1239,DNR2,POGR,2_to_4,3,7/29/14,46,84.3283916,
1240,DNR2,POGR,2_to_4,3,7/8/19,23,42.1641958,
1241,DNR2,POGR,4_to_6,5,7/29/14,65,395.7578463,
1242,DNR2,POGR,4_to_6,5,7/8/19,36,219.188961,
1243,DNR2,POGR,6_to_8,7,7/29/14,49,657.784924,
1244,DNR2,POGR,6_to_8,7,7/8/19,26,349.0287352,
1245,DNR2,QURU,0_to_2,1,7/29/14,5,0.199,
1246,DNR2,QURU,0_to_2,1,7/8/19,3,0.1194,
1247,DNR2,QURU,2_to_4,3,7/29/14,14,11.72895164,
1248,DNR2,QURU,2_to_4,3,7/8/19,7,5.864475819,
1249,DNR2,QURU,4_to_6,5,7/29/14,11,38.00136242,
1250,DNR2,QURU,4_to_6,5,7/8/19,11,38.00136243,
1251,DNR2,QURU,6_to_8,7,7/29/14,5,43.91854873,
1252,DNR2,QURU,6_to_8,7,7/8/19,5,43.91854873,
1253,DNR3,ACRU,0_to_2,1,7/29/14,77,2.40009,
1254,DNR3,ACRU,0_to_2,1,7/8/19,52,1.62084,
1255,DNR3,ACRU,2_to_4,3,7/29/14,103,67.92300206,
1256,DNR3,ACRU,2_to_4,3,7/8/19,87,57.37185611,
1257,DNR3,ACRU,4_to_6,5,7/29/14,48,130.8328228,
1258,DNR3,ACRU,4_to_6,5,7/8/19,46,125.3814552,
1259,DNR3,ACRU,6_to_8,7,7/29/14,35,242.9333851,
1260,DNR3,ACRU,6_to_8,7,7/8/19,34,235.9924312,
