Stand name,Date Sampled,Plot ID,Nickname,CWD subplot ID,Species code (if possible),Length (m),Endpoint 1 diameter (cm),Midpoint diameter (cm),Endpoint 2 diameter (cm),Decay class of whole piece,Avg. Diameter (cm),Avg. Radius (cm),Avg. Area (cm^2),Species Code + Decay Class,Density,Est. Tapered Volume (cm^3),Estimated Biomass (taper) (g)
CP,6/5/2014,CP#2,Cecilia,,TSCA,1.23,5.8,5.7,5.9,3,5.8,2.9,26.42079422,TSCA3,0.284290647,32.22064549,9.160028159
CP,6/5/2014,CP#2,Cecilia,,TSCA,0.65,6.3,5.4,5.0,3,5.6,2.783333333,24.33774375,TSCA3,0.284290647,15.65815593,4.451467284
CP,6/5/2014,CP#2,Cecilia,,TSCA,0.46,5.4,5.0,5.0,2,5.1,2.566666667,20.69611427,TSCA2,0.377954178,9.402996252,3.553901718
CP,6/5/2014,CP#2,Cecilia,,TSCA,1.70,36.7,32.2,22.7,3,30.5,15.26666667,732.2144904,TSCA3,0.284290647,1301.472563,369.9964771
CP,6/5/2014,CP#2,Cecilia,,TSCA,0.76,26.5,25.0,27.3,4,26.3,13.13333333,541.8758635,TSCA4,0.267329766,402.1671089,107.5112389
CP,6/5/2014,CP#2,Cecilia,120,TSCA,0.25,5.2,5.5,5.0,3,5.2,2.616666667,21.51031037,TSCA3,0.284290647,5.518731095,1.568923634
CP,6/5/2014,CP#2,Cecilia,240,TSCA,0.95,5.9,5.6,5.5,3,5.7,2.833333333,25.22000769,TSCA3,0.284290647,23.82884938,6.774319011
CP,6/5/2014,CP#3,Coraline,0,?,0.76,5.2,5.3,5.0,4,5.2,2.583333333,20.96576764,?4,0.251744559,16.14422577,4.064220992
CP,6/5/2014,CP#3,Coraline,0,?,1.10,5.0,5.2,5.3,3,5.2,2.583333333,20.96576764,?3,0.335621703,23.14345858,7.76744699
CP,6/5/2014,CP#3,Coraline,0,?,0.67,5.0,6.6,7.2,3,6.3,3.133333333,30.84345854,?3,0.335621703,21.4415793,7.196259367
CP,6/5/2014,CP#3,Coraline,0,?,0.31,5.0,5.8,5.5,3,5.4,2.716666667,23.18582645,?3,0.335621703,7.443388564,2.498162749
CP,6/5/2014,CP#3,Coraline,120,?,6.00,21.9,20.4,17.4,5,19.9,9.95,311.0255267,?5,0.160673856,1897.843976,304.9339099
CP,6/5/2014,CP#3,Coraline,120,?,2.97,8.7,8.5,8.9,3,8.7,4.35,59.44678699,?3,0.335621703,174.5586688,58.58567776
CP,6/5/2014,CP#3,Coraline,120,?,0.39,5.0,10.4,5.0,3,6.8,3.4,36.31681108,?3,0.335621703,18.90516211,6.34498271
CP,6/5/2014,CP#3,Coraline,120,?,1.42,7.3,10.7,6.6,3,8.2,4.1,52.81017251,?3,0.335621703,88.21005741,29.60520972
CP,6/5/2014,CP#3,Coraline,240,?,1.80,5.0,6.0,6.5,3,5.8,2.916666667,26.72535417,?3,0.335621703,49.06775026,16.46820192
CP,6/5/2014,CP#3,Coraline,240,?,0.68,6.7,6.0,6.0,3,6.2,3.116666667,30.51620931,?3,0.335621703,20.3917114,6.843900913
CP,6/5/2014,CP#3,Coraline,240,?,0.48,5.0,6.9,12.8,5,8.2,4.116666667,53.24039617,?5,0.160673856,25.56502438,4.107631049
CP,6/5/2014,CP#3,Coraline,240,?,0.21,17.1,13.4,15.1,5,15.2,7.6,181.4583917,?5,0.160673856,36.03854451,5.790451915
CP,6/5/2014,CP#3,Coraline,240,BEPA,3.19,23.5,22.3,16.0,5,20.6,10.3,333.2915646,BEPA5,0.168403771,1120.624321,188.7173618
CP,6/5/2014,CP#3,Coraline,240,BEPA,1.08,21.0,21.3,20.3,5,20.9,10.43333333,341.976323,BEPA5,0.168403771,373.2438267,62.85566802
CP,6/5/2014,CP#3,Coraline,0,FAGR,1.27,11.3,10.1,9.3,2,10.2,5.116666667,82.24776834,FAGR2,0.5925,104.1110977,61.6858254
CP,6/5/2014,CP#3,Coraline,0,FAGR,2.19,10.6,10.1,10.8,2,10.5,5.25,86.59014751,FAGR2,0.5925,186.0949112,110.2612349
CP,6/5/2014,CP#3,Coraline,0,FAGR,1.10,5.7,7.0,7.2,2,6.6,3.316666667,34.55839185,FAGR2,0.5925,39.2559019,23.25912188
CP,6/5/2014,CP#3,Coraline,0,FAGR,0.44,5.0,5.2,5.4,4,5.2,2.6,21.23716634,FAGR4,0.3074,9.348960858,2.873870568
CP,6/5/2014,CP#3,Coraline,0,FAGR,0.33,5.0,5.5,5.0,4,5.2,2.583333333,20.96576764,FAGR4,0.3074,7.149086782,2.197629277
CP,6/5/2014,CP#3,Coraline,0,FAGR,1.32,9.0,10.3,9.9,2,9.7,4.866666667,74.40687667,FAGR2,0.5925,101.229341,59.97838452
CP,6/5/2014,CP#3,Coraline,0,FAGR,0.46,6.0,5.4,5.0,4,5.5,2.733333333,23.47118778,FAGR4,0.3074,10.76142092,3.308060789
PSA1972,6/10/2014,PSA1972#1,,120,ACRU,1.01,7.0,5.2,5.0,2,5.7,2.866666667,25.8169103,ACRU2,0.409,25.18311143,10.29989258
PSA1972,6/10/2014,PSA1972#1,,0,POGR,0.75,5.0,5.2,6.0,3,5.4,2.7,22.90221044,POGR3,0.284290647,16.91354945,4.808363919
PSA1972,6/10/2014,PSA1972#1,,0,POGR,1.78,5.0,5.4,5.4,3,5.3,2.633333333,21.78519972,POGR3,0.284290647,39.2933654,11.17073628
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.45,6.0,6.3,5.4,5,5.9,2.95,27.33971007,POGR5,0.067965232,12.744656,0.8661935
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.30,6.7,5.9,5.7,5,6.1,3.05,29.22466566,POGR5,0.067965232,8.645662983,0.587604489
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.48,7.0,6.5,6.3,3,6.6,3.3,34.211944,POGR3,0.284290647,16.31366233,4.637821622
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.47,5.5,5.5,5.0,3,5.3,2.666666667,22.34021443,POGR3,0.284290647,10.67421554,3.034579644
PSA1972,6/10/2014,PSA1972#1,,120,POGR,2.11,9.7,8.0,7.4,3,8.4,4.183333333,54.9787441,POGR3,0.284290647,114.2494492,32.48004985
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.83,6.8,7.7,7.7,3,7.4,3.7,43.00840343,POGR3,0.284290647,36.47923142,10.37070431
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.43,5.3,5.5,5.0,3,5.3,2.633333333,21.78519972,POGR3,0.284290647,9.582276472,2.72415158
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.21,5.2,5.0,5.0,4,5.1,2.533333333,20.16204352,POGR4,0.267329766,4.206906722,1.124631388
PSA1972,6/10/2014,PSA1972#1,,120,POGR,0.41,5.1,5.0,5.0,3,5.0,2.516666667,19.89762614,POGR3,0.284290647,8.131371175,2.311672774
PSA1972,6/10/2014,PSA1972#1,,240,POGR,0.47,9.0,7.2,10.3,5,8.8,4.416666667,61.28287336,POGR5,0.067965232,26.43821697,1.796879547
PSA1972,6/10/2014,PSA1972#1,,240,POGR,0.78,10.4,8.0,6.2,4,8.2,4.1,52.81017251,POGR4,0.267329766,41.59625753,11.11991777
PSA1972,6/10/2014,PSA1972#1,,240,POGR,1.03,7.8,8.0,8.2,4,8.0,4,50.26548246,POGR4,0.267329766,51.78423307,13.84346688
PSA1972,6/10/2014,PSA1972#1,,240,POGR,0.65,6.0,5.0,5.4,5,5.5,2.733333333,23.47118778,POGR5,0.067965232,14.64819935,0.995568265
PSA1972,6/10/2014,PSA1972#1,,120,Stump - PIST,0.24,20.4,14.8,5.5,2,13.6,6.783333333,144.5560226,Stump - PIST2,0.377954178,34.63495945,13.09042762
PSA1972,6/9/2014,PSA1972#2,,240,?,1.57,9.2,9.1,9.6,4,9.3,4.65,67.92908715,?4,0.251744559,105.5306787,26.56677415
PSA1972,6/9/2014,PSA1972#2,,0,?,0.65,6.2,6.3,5.0,5,5.8,2.916666667,26.72535417,?5,0.160673856,18.15539484,2.917097299
PSA1972,6/9/2014,PSA1972#2,,240,ACRU,2.44,7.8,7.5,6.2,4,7.2,3.583333333,40.33892234,ACRU4,0.230628921,101.1780283,23.33457944
PSA1972,6/9/2014,PSA1972#2,,0,PIST,0.23,5.2,5.1,5.0,1,5.1,2.55,20.42820623,PIST1,0.598686865,4.699089571,2.813283203
PSA1972,6/9/2014,PSA1972#2,,240,POGR,0.58,8.0,8.4,8.0,5,8.1,4.066666667,51.95496117,POGR5,0.067965232,30.6359738,2.082181063
PSA1972,6/9/2014,PSA1972#2,,240,POGR,0.90,5.4,5.2,5.2,3,5.3,2.633333333,21.78519972,POGR3,0.284290647,19.48572843,5.539610347
PSA1972,6/9/2014,PSA1972#2,,240,POGR,0.65,5.4,5.0,5.0,2,5.1,2.566666667,20.69611427,POGR2,0.377954178,13.28684253,5.021817645
PSA1972,6/9/2014,PSA1972#2,,240,POGR,2.12,5.8,5.8,6.2,5,5.9,2.966666667,27.64950601,POGR5,0.067965232,57.98793608,3.941163522
PSA1972,6/9/2014,PSA1972#2,,0,POGR,1.32,5.2,5.7,6.0,1,5.6,2.816666667,24.92417438,POGR1,0.598686865,33.15102816,19.84708511
PSA1972,6/9/2014,PSA1972#2,,0,POGR,3.62,10.7,7.0,5.5,1,7.7,3.866666667,46.97030083,POGR1,0.598686865,168.7593935,101.0340322
PSA1972,6/9/2014,PSA1972#2,,0,POGR,1.11,5.6,5.1,5.0,1,5.2,2.616666667,21.51031037,POGR1,0.598686865,23.60231437,14.13039559
PSA1972,6/9/2014,PSA1972#2,,0,POGR,0.21,5.1,5.3,5.3,1,5.2,2.616666667,21.51031037,POGR1,0.598686865,4.546669968,2.722031588
PSA1972,6/9/2014,PSA1972#2,,120,POGR,2.59,9.1,6.6,6.3,4,7.3,3.666666667,42.2369679,POGR4,0.267329766,105.5265423,28.21038581
PSA1972,6/9/2014,PSA1972#2,,120,POGR,0.66,5.4,5.1,5.0,3,5.2,2.583333333,20.96576764,POGR3,0.284290647,13.75562051,3.910594258
PSA1972,6/9/2014,PSA1972#2,,120,POGR,0.83,7.2,6.1,5.4,3,6.2,3.116666667,30.51620931,POGR3,0.284290647,25.23646615,7.174491293
PSA1972,6/9/2014,PSA1972#2,,120,POGR,0.94,5.4,5.5,5.8,2,5.6,2.783333333,24.33774375,POGR2,0.377954178,22.7511522,8.598893025
PSA1972,6/9/2014,PSA1972#2,,120,POGR,1.03,5.4,5.4,5.0,4,5.3,2.633333333,21.78519972,POGR4,0.267329766,22.73717211,6.078322889
PSA1972,6/9/2014,PSA1972#2,,120,POGR,1.11,5.4,8.3,5.0,5,6.2,3.116666667,30.51620931,POGR5,0.067965232,40.4308052,2.747889051
PSA1972,6/9/2014,PSA1972#2,,120,POGR,0.31,6.4,6.9,6.0,5,6.4,3.216666667,32.50588465,POGR5,0.067965232,10.458807,0.710835243
PSA1972,6/9/2014,PSA1972#2,,120,POGR,1.99,5.0,5.5,5.0,4,5.2,2.583333333,20.96576764,POGR4,0.267329766,43.11115969,11.52489621
PSA1972,6/9/2014,PSA1972#2,,120,POGR,2.23,5.2,5.0,5.0,4,5.1,2.533333333,20.16204352,POGR4,0.267329766,44.67334281,11.94251426
PSA1972,6/9/2014,PSA1972#2,,240,Stump - POGR,1.16,10.6,9.0,8.4,3,9.3,4.666666667,68.41690668,Stump - POGR3,0.284290647,52.4695715,14.91660844
PSA1972,6/9/2014,PSA1972#3,,0,?,0.61,6.0,5.2,5.0,3,5.4,2.7,22.90221044,?3,0.335621703,13.75635355,4.616930811
PSA1972,6/9/2014,PSA1972#3,,240,?,0.94,5.3,5.5,5.7,3,5.5,2.75,23.75829444,?3,0.335621703,22.34264043,7.498675039
PSA1972,6/9/2014,PSA1972#3,,240,ACRU,2.17,7.0,8.2,9.5,2,8.2,4.116666667,53.24039617,ACRU2,0.409,116.1859269,47.5200441
PSA1972,6/9/2014,PSA1972#3,,0,PIST,0.64,14.6,11.4,6.5,5,10.8,5.416666667,92.17520112,PIST5,0.067965232,63.32361704,4.303804316
PSA1972,6/9/2014,PSA1972#3,,0,POGR,2.45,5.0,5.4,5.4,1,5.3,2.633333333,21.78519972,POGR1,0.598686865,54.08356473,32.3791198
PSA1972,6/9/2014,PSA1972#3,,0,POGR,1.48,5.4,6.3,6.6,1,6.1,3.05,29.22466566,POGR1,0.598686865,44.11267325,26.40967804
PSA1972,6/9/2014,PSA1972#3,,0,POGR,0.76,6.3,7.0,8.4,1,7.2,3.616666667,41.09290457,POGR1,0.598686865,30.95437422,18.53197725
PSA1972,6/9/2014,PSA1972#3,,0,POGR,1.63,5.4,6.5,5.0,4,5.6,2.816666667,24.92417438,POGR4,0.267329766,44.00897451,11.76490884
PSA1972,6/9/2014,PSA1972#3,,120,POGR,0.72,5.3,5.9,6.0,3,5.7,2.866666667,25.8169103,POGR3,0.284290647,18.88537008,5.368934081
PSA1972,6/9/2014,PSA1972#3,,120,POGR,0.88,5.8,6.8,6.6,3,6.4,3.2,32.16990877,POGR3,0.284290647,29.25869958,8.317974639
PSA1972,6/9/2014,PSA1972#3,,120,POGR,0.81,6.3,6.3,5.1,4,5.9,2.95,27.33971007,POGR4,0.267329766,22.99763632,6.147952726
PSA1972,6/9/2014,PSA1972#3,,120,POGR,1.03,7.6,6.9,6.3,3,6.9,3.466666667,37.75496238,POGR3,0.284290647,38.90828468,11.06126143
PSA1972,6/9/2014,PSA1972#3,,120,Stump - BEPA,0.23,8.5,5.5,5.1,4,6.4,3.183333333,31.83567822,Stump - BEPA4,,7.031774477,0
PSA1972,6/9/2014,PSA1972#3,,120,Stump - BEPA,0.44,7.3,5.2,5.0,3,5.8,2.916666667,26.72535417,Stump - BEPA3,0.284290647,7.936710241,2.256332491
PSA1972,6/9/2014,PSA1972#3,,240,Stump - PIST,0.73,38.0,49.5,69.5,3,52.3,26.16666667,2151.031037,Stump - PIST3,0.284290647,807.9743518,229.6995514
,,,,,,,,,,,,,,,,,
